Suffix,Place Name,State,Lat,Long
leaf,Shortleaf,AL,32.511803,-87.8555692
ville,Shottsville,AL,34.2609344,-88.1272617
ville,Siddonsville,AL,32.4181932,-87.6133386
hill,Silverhill,AL,30.5454715,-87.7516559
ville,Simsville,AL,32.1045938,-85.8707858
ville,Skipperville,AL,31.5576671,-85.5454941
tates,Skyhaven Estates,AL,34.151762,-86.1496983
view,Skyview,AL,33.3881661,-86.9758262
land,Slackland,AL,34.1467627,-85.8299682
rings,Shocco Springs,AL,33.4556632,-86.1380282
comb,Slocomb,AL,31.1082335,-85.594378
hill,Smith Hill,AL,33.1223412,-87.1019393
town,Smithtown,AL,30.8610187,-88.2086155
ead,Snead,AL,34.1195406,-86.3955398
ville,Somerville,AL,34.4731491,-86.798612
ville,South Haleyville,AL,34.2112104,-87.6350245
field,South Sheffield,AL,34.7423114,-87.7036411
side,Southside,AL,33.9245425,-86.0224718
town,Southtown,AL,34.350092,-86.3097045
wood,Southwood,AL,33.4698286,-86.782489
hill,Spring Hill,AL,31.1079556,-87.0352463
hill,Spring Hill,AL,31.947096,-88.1372369
hill,Spring Hill,AL,34.1945441,-86.9563942
tates,Spring Lake Estates,AL,33.618992,-86.6738773
alley,Spring Valley,AL,34.6567577,-87.6166951
wood,Steelwood,AL,30.7157453,-87.7847137
ett,Sterrett,AL,33.448718,-86.479982
creek,Sugar Creek,AL,33.9389883,-86.6799934
rings,Sulphur Springs,AL,34.7964704,-85.7419169
ville,Summerville,AL,30.7454663,-88.0766667
ummit,Summit,AL,34.20454,-86.4941552
farm,Summit Farm,AL,33.3012243,-86.9833258
alley,Sun Valley,AL,33.6442694,-86.6988783
ome,Sunny Home,AL,34.084268,-87.6991902
rings,Sylvan Springs,AL,33.5156628,-87.0149948
ights,Tanner Heights,AL,34.4223175,-86.931395
ights,Tarrant Heights,AL,33.5956593,-86.7569345
ville,Tattlersville,AL,31.7126588,-88.0563959
ights,Terry Heights,AL,34.6623129,-87.2872421
ights,Terry Heights,AL,34.732591,-86.6041599
town,Terrytown,AL,34.6248137,-87.3441881
ville,Texasville,AL,31.7151652,-85.4243829
town,Thorntontown,AL,34.8395309,-87.3555766
town,Toddtown,AL,31.6187713,-87.8766673
ville,Tompkinsville,AL,32.2032004,-88.020294
ville,Toulminville,AL,30.7188003,-88.0908335
ights,Tuckahoe Heights,AL,34.0698186,-86.0202503
town,Twilley Town,AL,33.6626065,-87.0869428
wood,Underwood,AL,34.8711975,-87.7008616
grove,Union Grove,AL,32.9826222,-86.6808173
grove,Union Grove,AL,33.5978836,-86.976662
grove,Union Grove,AL,34.2028739,-86.566658
grove,Union Grove,AL,34.4017589,-86.4491538
hill,Union Hill,AL,33.0029009,-85.5227303
hill,Union Hill,AL,34.4737035,-86.6219379
rings,Union Springs,AL,32.144316,-85.7149495
hill,Upper Green Hill,AL,34.984805,-87.5066904
hiloh,Valley of Shiloh,AL,31.4160001,-86.4666269
creek,Valley Creek,AL,33.3876113,-87.0722172
view,Valley View,AL,34.4673167,-86.9405623
rners,Vaughn Corners,AL,34.7720348,-86.714164
rings,Village Springs,AL,33.7584339,-86.6386003
land,Vineland,AL,32.0357048,-87.659448
city,Vulcan City,AL,33.5584379,-86.7966571
ville,Wagarville,AL,31.4362772,-88.0283358
rings,Walker Springs,AL,31.540717,-87.791108
sboro,Wallsboro,AL,32.5867991,-86.2091353
grove,Walnut Grove,AL,33.4564968,-86.92277
ights,Washington Heights,AL,33.5653826,-86.826658
hill,Washington Hill,AL,32.4081926,-86.4677519
erloo,Waterloo,AL,34.9181425,-88.064203
ights,Weatherly Heights,AL,34.6367579,-86.5527689
field,West Fairfield,AL,33.4542749,-86.9477706
hill,West Hill,AL,30.69019,-88.1808362
ville,West Huntsville,AL,34.7145354,-86.6030487
field,Westfield,AL,33.4845516,-86.9405484
wood,Westwood,AL,33.5862166,-86.9252717
city,White City,AL,32.6484641,-86.5994241
rings,White House Springs,AL,34.6484247,-87.6939192
oak,White Oak,AL,31.768497,-85.1524318
oak,White Oak,AL,34.2403722,-86.2444229
ead,Whitehead,AL,34.888141,-87.3272421
oak,Whiteoak,AL,34.6531464,-87.5286373
sboro,Whitesboro,AL,34.1634283,-86.0694185
tates,Whitesburg Estates,AL,34.6334246,-86.5769364
ville,Whitesville,AL,34.1717619,-86.2427561
ville,Wigginsville,AL,34.7995331,-86.9125051
town,Wilkinstown,AL,31.6082171,-85.9980036
town,Williamstown,AL,33.7034423,-87.3019472
brook,Willowbrook,AL,34.6567578,-86.5369349
tates,Willowbrook Estates,AL,34.6581468,-86.5474909
ville,Wilsonville,AL,33.234281,-86.4835916
ing,Wing,AL,31.0276797,-86.6105097
tates,Woodaire Estates,AL,33.6578802,-86.6822113
rest,Woodcrest,AL,33.5953814,-86.7152669
land,Woodland,AL,32.529858,-85.7727338
land,Woodland,AL,33.3742812,-85.399673
ights,Woodlawn Heights,AL,33.5334379,-86.7472111
ville,Woodville,AL,34.6278654,-86.2744286
ville,Wynnville,AL,34.0809299,-86.3935951
town,Yampertown,AL,34.0053805,-87.8564153
wood,Yerkwood,AL,33.6878839,-87.0799986
city,Zion City,AL,33.5820482,-86.7299892
ights,Zion Heights,AL,33.557605,-86.834158
city,Zip City,AL,34.9548066,-87.6700267
grove,Oak Grove,AL,31.0871222,-85.7743782
ville,Vaughanville,AL,31.0060136,-85.9143805
lair,Bel Air,AL,31.2315639,-85.4371559
ights,Brannon Stand Heights,AL,31.241841,-85.4832673
tates,Brown Estates,AL,31.210454,-85.3796554
tates,Chateau Estates,AL,31.2479523,-85.4354893
ights,Chickasaw Heights,AL,31.2010093,-85.4321557
tates,East Gate Estates,AL,31.2023992,-85.3213217
wood,Glenwood,AL,31.2482303,-85.4149335
ights,Griffin Heights,AL,31.2565632,-85.4354894
ights,Harwood Heights,AL,31.2112869,-85.4157668
tates,Lakewood Estates,AL,31.1829545,-85.4241002
ights,Melody Heights,AL,31.1821215,-85.3818776
ights,Miriam Heights,AL,31.2023987,-85.377711
ights,Morris Heights,AL,31.1893436,-85.3785443
tates,Oakland Estates,AL,31.2732298,-85.3963225
hills,Peach Tree Hills,AL,31.2618406,-85.4666008
tates,Pine Ridge Estates,AL,31.226564,-85.4499337
land,Roland,AL,31.1349002,-85.4371556
ights,Ross Heights,AL,31.2193422,-85.4288225
ights,Seminole Heights,AL,31.2418431,-85.2396543
ights,Shady Heights,AL,31.2121205,-85.3818776
rest,Sherwood Forest,AL,31.247397,-85.4060446
adows,Silver Meadows,AL,31.208509,-85.4360447
ights,Solomon Heights,AL,31.2396193,-85.4257669
tates,Spann Brothers Estates,AL,31.2223972,-85.4749339
place,Stadium Place,AL,31.2085095,-85.3818776
tates,Stonebridge Estates,AL,31.2168423,-85.4235446
ights,Sullivan Heights,AL,31.2487857,-85.4202114
adows,The Meadows,AL,31.2118427,-85.3993777
tates,Trawick Road Estates,AL,31.1968426,-85.4624337
hills,Wiregrass Hills,AL,31.1618444,-85.3821553
ford,Bedford,AL,33.7959434,-88.2069781
grove,Blooming Grove,AL,33.7937186,-87.9786369
field,Mansfield,AL,33.854273,-87.9741935
camp,Crows Camp ,AL,34.9009204,-88.0361469
field,East Sheffield,AL,34.7709218,-87.6778069
hill,Furnace Hill ,AL,34.7556445,-87.7055855
ville,Gatesville ,AL,34.7298122,-87.8458668
rings,Good Springs ,AL,34.6342602,-88.1142074
creek,Poplar Creek ,AL,34.6125918,-87.5416932
grove,Shady Grove ,AL,34.7334222,-87.4416907
ights,Underwood Heights,AL,34.6264809,-87.7444761
grove,Valley Grove,AL,34.7000899,-87.6125281
ville,Centerville,AL,31.4001669,-86.8788593
town,Old Town,AL,31.4293324,-86.8452481
hill,Spring Hill,AL,31.3632232,-86.7888559
ville,Parkmanville,AL,32.3881997,-85.1721598
hill,Pleasant Hill,AL,31.429336,-85.6743816
tates,Briar Lake Estates,AL,31.0001819,-87.4805366
creek,Stave Creek,AL,31.555718,-87.93889
tates,Old Bratt Road Estates,AL,30.9987931,-87.4569247
view,Pineview,AL,31.1348985,-87.2894214
hill,Raley Forest Hill,AL,31.0112926,-87.5110934
tates,Southern Estates,AL,31.0099038,-87.4730366
wood,Eastwood,AL,30.8907404,-87.7530469
ville,Ellisville,AL,30.6279695,-87.7930465
hill,Montgomery Hill,AL,31.1640641,-87.7863827
rners,Black Gum Corners ,AL,31.682388,-85.4166046
rings,Coal Springs ,AL,31.6612757,-85.6638304
grove,Laurel Grove ,AL,31.9729343,-85.5832777
ville,Steppville,AL,34.0653764,-86.738886
rings,Reddock Springs,AL,31.8218194,-86.6916424
wood,Brentwood,AL,33.7773226,-86.6291559
ome,New Home,AL,34.0528747,-86.3630383
hill,Red Hill,AL,33.8420471,-86.9249983
rest,Forest,AL,33.490951,-88.2758686
land,Noland,AL,33.2765077,-87.9372418
grove,Pine Grove,AL,33.3473423,-88.2305884
alley,Valley,AL,32.8187406,-85.1793852
town,Churntown,AL,34.4028739,-87.6653065
sboro,Jonesboro,AL,34.5556494,-87.7630883
grove,Shady Grove,AL,34.3167636,-87.7305849
creek,Steep Creek,AL,32.153755,-86.4791391
town,Longtown,AL,34.5564821,-87.2766865
ville,Lovettville,AL,34.64898,-87.210573
land,North Courtland,AL,34.6723126,-87.3297432
sburg,Pittsburg,AL,34.5253717,-87.2058508
tates,Antioch Estates,AL,34.2459269,-85.6430191
tates,Bay View Estates,AL,34.2264831,-85.7055208
tates,Brooks Estates,AL,34.1362077,-85.6727417
rings,Cedar Springs ,AL,34.3050914,-85.493293
ville,Grantville ,AL,34.2050945,-85.4477358
alley,Hall Valley,AL,34.2556486,-85.4694032
hill,Kings Hill ,AL,34.1339853,-85.8188567
tates,Meadows Estates,AL,34.2145386,-85.5449607
tates,Mountain Lake Estates,AL,34.1834287,-85.7805226
tates,Northwood Estates,AL,34.1631514,-85.6319073
ville,Starkville ,AL,34.3881444,-85.4921824
town,Turkey Town ,AL,34.1362077,-85.6916312
tates,Summer Estates,AL,34.2120387,-85.5763504
tates,Azalea Woods Estates,AL,32.4765246,-86.1777443
tates,Blue Ridge Estates,AL,32.4793023,-86.1933004
hill,Blueberry Hill,AL,32.5245787,-86.2041346
tates,Cherokee Estates,AL,32.5756884,-86.1852455
oaks,Great Oaks,AL,32.4768021,-86.3694165
rings,Harrogate Springs,AL,32.5131902,-86.2058012
rest,Hidden Forest,AL,32.5206903,-86.0652413
town,Hornsbytown,AL,32.55069,-85.9169041
lake,Jacksons Lake,AL,32.4454141,-86.3410821
hill,Jasmine Hill,AL,32.495413,-86.1883004
ville,Jordanville,AL,32.5315239,-85.8999591
wood,Kingswood,AL,32.4837463,-86.3716389
wood,Knollwood,AL,32.5118012,-86.3755282
ights,Overton Heights,AL,32.5090235,-86.3463607
tates,Pine Brook Estates,AL,32.4701356,-86.367472
run,Quail Run,AL,32.564022,-86.2333025
luffs,Redland Bluffs,AL,32.4634694,-86.1694105
hill,Rose Hill,AL,32.4876351,-86.3630276
lair,Saint Clair,AL,32.5348561,-86.2333022
hills,Scenic Hills,AL,32.4284699,-86.4088616
field,Springfield,AL,32.5181899,-86.3746948
tates,Ten Cedars Estates,AL,32.6620745,-86.2474704
ham,Bethleham ,AL,33.0481766,-85.7635708
creek,Blue Creek,AL,32.7362406,-85.7880135
hill,Church Hill ,AL,32.6484656,-85.7480119
bbs,Dobbs,AL,32.9701225,-85.9338529
creek,Eagle Creek,AL,32.940124,-85.7505142
ights,Elkahatchee Heights,AL,32.8967911,-85.9730199
epark,Elkahatchee Park,AL,32.9195681,-85.9710756
hill,Flint Hill,AL,32.9265127,-85.9091296
hills,Indian Hills,AL,32.9759556,-85.9449644
ome,Island Home ,AL,32.8495703,-85.9080177
tates,Lake Hill Estates,AL,32.9001246,-85.8824619
side,Morningside,AL,32.9712335,-85.940242
hills,Parish Hills,AL,32.9601228,-85.9377418
tates,Russell Ferry Estates,AL,32.8737364,-85.8785726
rest,Sherwood Forest,AL,32.9451233,-85.915241
city,Tallapoosa City,AL,32.5515236,-85.8485691
view,Valley View,AL,32.9156796,-85.92913
field,Westfield,AL,32.9612337,-85.9794096
farms,Wind Creek Farms,AL,32.8262375,-85.9413517
hill,Baptist Hill,AL,32.5159694,-87.8314018
wood,Knoxwood,AL,32.5126359,-87.7939007
hope,New Hope,AL,33.5395571,-87.6864003
town,Old Town,AL,33.6917761,-87.8361303
alley,Renfroe Valley,AL,33.6964985,-87.9027994
side,Wayside,AL,33.8781611,-87.8914136
land,Copeland,AL,34.8348106,-86.8319464
tates,Elk Estates,AL,34.827865,-87.1366805
ville,Estaville ,AL,34.9739739,-86.8805594
hills,Hickory Hills,AL,34.8545311,-87.1014012
land,Oakland,AL,34.7292574,-86.8069453
grove,Pleasant Grove,AL,34.8695306,-87.1616813
ing,Sand Spring ,AL,34.9195308,-86.8447248
side,Whiteside,AL,34.6334249,-86.9513959
rings,Wooley Springs ,AL,34.902865,-86.7916674
creek,Bent Creek,AL,32.6015238,-85.4213362
brook,Cedar Brook,AL,32.6301337,-85.4843938
leaf,Cloverleaf,AL,32.5881906,-85.4793934
wood,Collingwood,AL,32.6595777,-85.3885576
tates,Conner Estates,AL,32.5690244,-85.5077275
hills,Country Hills,AL,32.5659693,-85.4349475
creek,Crooked Creek,AL,32.6473561,-85.3571677
farms,Duggar Farms,AL,32.568191,-85.5318947
rest,Edgewood Forest,AL,32.6106906,-85.3568897
ville,Farmville,AL,32.6659659,-85.4899497
hills,Granite Hills,AL,32.6337447,-85.4849494
hills,Harwell Hills,AL,32.6504113,-85.4107805
tates,Head Estates,AL,32.6298559,-85.4924496
hills,Indian Hills,AL,32.6104125,-85.4243918
tates,Lake Forest Estates,AL,32.6904102,-85.380502
wood,Lakewood,AL,32.6645774,-85.42717
hills,North Hills,AL,32.673744,-85.3860576
ights,Oak Bowery Heights,AL,32.677355,-85.3905023
ollow,Oak Hollow,AL,32.5634692,-85.4649484
tates,Orr Estates,AL,32.6195788,-85.4127249
wood,Pickwood,AL,32.6265228,-85.4788381
brook,Rocky Brook,AL,32.6626333,-85.3763351
hill,Sand Hill,AL,32.541803,-85.5007827
ights,Spring Hill Heights,AL,32.6390226,-85.4293921
wood,Tanglewood,AL,32.5768021,-85.4696709
tates,University Estates,AL,32.5976349,-85.454115
hills,Village Hills,AL,32.6320783,-85.4499483
side,Westside,AL,32.6451337,-85.4027247
tates,Whipporwill Estates,AL,32.5645801,-85.4882825
farms,Willow Creek Farms,AL,32.6084675,-85.5291172
rest,Windsor Forest,AL,32.5812463,-85.4821713
field,Woodfield,AL,32.5881906,-85.4874493
land,Woodland,AL,32.5876351,-85.4638374
hills,Woodland Hills,AL,32.6234672,-85.4935607
rings,Big Springs ,AL,33.1637291,-87.1491627
ead,Braehead ,AL,33.082898,-87.1536072
town,Eddings Town,AL,33.1384515,-86.9791586
grove,Hargrove ,AL,33.0901198,-87.0777721
grove,New Hargrove ,AL,33.0965086,-87.097217
rest,Pilgrim Rest ,AL,33.0023445,-87.061105
ville,Scottsville,AL,33.0331772,-87.1999972
rings,Rock Springs,AL,31.9715365,-86.9908171
rings,Shoemaker Springs ,AL,34.8445311,-87.1827933
hill,Walnut Hill,AL,34.9098078,-87.0241757
hill,Carriage Hill,AL,32.5020859,-85.0240998
ights,Garrett Heights,AL,32.4356996,-84.9971538
ights,Lakewood Heights,AL,32.4976416,-85.0285443
hills,Rolling Hills,AL,32.4451435,-85.024377
hill,Laton Hill,AL,31.489054,-88.3680728
wood,Millwood,AL,32.6606882,-87.750844
alley,Browns Valley ,AL,34.9075816,-85.7708066
olony,Cumberland Mountain Farm Colony ,AL,34.7959183,-86.1166491
ville,Dodsonville ,AL,34.5792532,-86.1208137
field,Fairfield ,AL,34.7661942,-85.998591
creek,Kirby Creek ,AL,34.89925,-85.9533127
creek,Mud Creek ,AL,34.822862,-86.0574815
ett,Padgett ,AL,34.8195321,-86.3063752
alley,Talley ,AL,34.5195312,-85.9813653
ett,Bartlett ,AL,34.1878728,-86.2577566
dship,Friendship ,AL,34.1509289,-86.2841466
owe,Lowe ,AL,34.5867565,-86.4147092
ville,Minorville ,AL,34.3148146,-86.2149789
grove,Oak Grove,AL,34.5700869,-86.1710926
hope,Good Hope,AL,31.8170998,-86.0646766
ville,Hallsville,AL,31.7454346,-86.1038438
tates,Mossy Grove Estates,AL,31.7243256,-85.9593938
hill,Pleasant Hill,AL,31.8590447,-85.9463399
hill,Chappell Hill,AL,31.891819,-88.2555724
wood,Flatwood,AL,31.7968223,-88.2375135
ville,Rescueville,AL,31.6993254,-88.2652909
lake,Blake,AL,33.1140094,-85.5007857
grove,Cavers Grove,AL,33.392058,-85.4896757
dship,Friendship,AL,33.1842856,-85.486619
grove,Liberty Grove,AL,33.3534482,-85.4293959
tates,Shady Acres Estates,AL,33.3628885,-86.8619346
hills,Sherwood Hills,AL,33.6201056,-86.9816624
hills,South Vestavia Hills,AL,33.422886,-86.7888778
side,Sunnyside,AL,33.717601,-86.5916541
tates,Tannehill Valley Estates,AL,33.2801143,-87.0522161
rest,Timbercrest,AL,33.3515,-86.8661013
manor,Trussville Manor,AL,33.602881,-86.6166534
sburg,Williamsburg,AL,33.614551,-87.0533303
ville,Bennettsville ,AL,34.0389858,-86.0721959
ville,Edwardsville,AL,34.039542,-85.9269145
ville,Harrisville,AL,34.0495411,-86.2347002
hill,Oak Hill ,AL,34.1117633,-85.8605244
ville,Ridgeville,AL,34.0556522,-86.1021968
field,Stanfield ,AL,34.0125972,-86.1680318
rings,Blue Springs ,AL,33.7223241,-85.8194098
ville,Brutonville,AL,33.7898227,-85.8646892
creek,Cane Creek,AL,33.6653807,-85.8852444
gap,Colvins Gap,AL,33.9362111,-85.8133001
rings,Crystal Springs,AL,33.8567662,-85.9083018
wood,Eastwood,AL,33.8112126,-85.7513533
rings,Germania Springs ,AL,33.8481568,-85.7555204
rest,Hillcrest,AL,33.7223241,-85.8263544
rings,Holly Springs,AL,33.6523267,-85.7513519
ville,Mechanicsville,AL,33.655659,-85.8582991
ead,Mount Gilead ,AL,33.8867665,-85.8666344
grove,Oak Grove ,AL,33.8884326,-85.9158022
wood,Parkwood,AL,33.6903802,-85.8644106
hill,Peeks Hill ,AL,33.8456548,-85.9533028
alley,Pleasant Valley ,AL,33.8695448,-85.8221887
oak,Post Oak,AL,33.7945448,-85.862467
ville,Prickettville,AL,33.8292669,-85.8638562
alley,Spring Valley,AL,33.6292716,-85.7763523
land,Windsong Island,AL,33.5370496,-86.1880302
wood,Brookwood,AL,34.793422,-86.9363949
ights,Byram Heights,AL,34.8042548,-86.9986196
leaf,Cloverleaf,AL,34.7806445,-86.9522289
wood,Cottonwood,AL,34.7853668,-86.9263946
view,Farmview,AL,34.7848107,-87.0041755
hill,French Hill,AL,34.7861111,-86.9416667
alley,Glenn Valley,AL,34.7931439,-87.0027865
place,Holland Place,AL,34.7981442,-86.9438952
ights,Lake Ida Heights,AL,34.7939777,-86.9255612
brook,Meadowbrook,AL,34.8209211,-86.9905637
side,Southside,AL,34.7737001,-86.9644516
manor,Southview Manor,AL,34.7800888,-86.9808411
tates,Vestavia Estates,AL,34.7861996,-87.0055644
field,Whitfield,AL,34.7756447,-86.9375061
ights,Wilson Heights,AL,34.831198,-87.6166939
rest,Windcrest,AL,34.8323092,-87.6439166
ights,Windsor Heights,AL,34.8236984,-87.673084
view,Lakeview,AL,34.8520306,-87.5666927
ights,Lakeview Heights,AL,34.8278647,-87.5825266
land,Lockland,AL,34.8511975,-87.5919709
ville,Masonville ,AL,34.8634191,-87.5300252
tates,New Castle Estates,AL,34.8703642,-87.7022505
hope,New Hope,AL,34.8736979,-87.7978081
hill,Oak Hill,AL,34.8784194,-87.675861
town,Slabtown ,AL,34.9803608,-87.4347442
ville,Stewartville,AL,34.9481411,-87.8689198
rest,Suncrest,AL,34.8884193,-87.68475
view,Terrace View,AL,34.8917526,-87.6850277
oaks,Twin Oaks,AL,34.8848082,-87.6750277
tates,Underwood Estates,AL,34.8623088,-87.6930839
land,Westmoreland ,AL,34.9459176,-87.2139051
lake,Cedar Lake,AL,33.6376093,-87.2819459
hill,Deason Hill,AL,33.7478855,-87.2250021
hill,Key Hill,AL,33.7188889,-87.4227778
hill,Oak Hill,AL,33.8592739,-87.2880619
grove,Pleasant Grove,AL,33.8001086,-87.3730619
tates,Country Estates,AL,32.3534719,-86.4155276
creek,Cross Creek,AL,32.3029182,-86.2705229
tates,Doral Estates,AL,32.2481978,-86.2180204
hills,Druid Hills,AL,32.3326395,-86.2880237
adows,Eastern Meadows,AL,32.4156928,-86.270802
farms,Eastwood Farms,AL,32.3584724,-86.1860763
ights,Edgemont Heights,AL,32.3443058,-86.3183024
epark,Executive Park,AL,32.3326397,-86.2366333
view,Fairview,AL,32.3515275,-86.4321947
hills,Forest Hills,AL,32.3798605,-86.261079
wood,Foxwood,AL,32.3209738,-86.1252404
adows,Gay Meadows,AL,32.3334728,-86.2652453
town,Georgetown,AL,32.3390285,-86.2160771
hill,Gibson Hill,AL,32.2368094,-86.1863525
tates,Gladlane Estates,AL,32.334584,-86.2527449
tates,Governors Estates,AL,32.3243065,-86.2535781
hill,Grove Hill,AL,32.3595832,-86.2680235
wood,Grovewood,AL,32.3673605,-86.3994161
grove,Gunter Grove,AL,32.3909714,-86.2263559
ights,Heatherton Heights,AL,32.3512503,-86.2352446
tates,Highpoint Estates,AL,32.400971,-86.2541347
rest,Hillcrest,AL,32.3859713,-86.2860798
wood,Hillwood,AL,32.3548612,-86.2541341
town,Johnstown,AL,32.4015266,-86.2444121
hill,King Hill,AL,32.3904157,-86.2799686
wood,Knollwood,AL,32.3645839,-86.0494051
ights,Lakeview Heights,AL,32.3626388,-86.258301
farms,Lee Farms,AL,32.3554164,-86.3819155
ights,Maxwell Heights,AL,32.3598608,-86.3444145
tates,McGehee Estates,AL,32.3493058,-86.2702456
ights,Memorial Heights,AL,32.3459723,-86.3444143
ights,Mobile Heights,AL,32.3473612,-86.334414
tates,Montwood Estates,AL,32.309307,-86.2480223
view,Morningview,AL,32.391249,-86.2666349
wood,Mosswood,AL,32.2965296,-86.2360772
tates,Mountain View Estates,AL,32.3784717,-86.2227445
town,New Town,AL,32.3973599,-86.2980248
manor,Park Manor,AL,32.4198593,-86.2966361
tates,Pecan Grove Estates,AL,32.39736,-86.2713574
hills,Perry Hills,AL,32.3629166,-86.2516342
tates,Pine Forest Estates,AL,32.2976407,-86.2346883
tates,Prairie View Estates,AL,32.3340282,-86.3558034
tates,Ranchette Estates,AL,32.3431954,-86.1299631
rest,Regency Forest,AL,32.3059738,-86.2271881
rest,Ridgecrest,AL,32.340417,-86.3199692
field,Ridgefield,AL,32.3501391,-86.2546896
hills,Rolling Hills,AL,32.2470868,-86.1827414
tates,Rosemond Estates,AL,32.3487502,-86.2763569
ights,Rosemont Heights,AL,32.4012488,-86.2630239
brook,Selbrook,AL,32.3615272,-86.4291392
tates,Seth Johnson Estates,AL,32.3181955,-86.286079
ights,Sheridan Heights,AL,32.4268036,-86.2924694
wood,Sherwood,AL,32.3798605,-86.2535788
adows,Southern Meadows,AL,32.3340283,-86.3146911
alley,Spring Valley,AL,32.3084736,-86.2621893
tates,Sunset Park Estates,AL,32.4079152,-86.2871912
tates,Twin Gates Estates,AL,32.3120842,-86.381915
adows,Vaughan Meadows,AL,32.3465281,-86.2521895
