wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
2277,2276,183,0.716005127,0.283994873,0,0.05238725,1,2276,wood,Maplewood,SC,34.9167843,-82.2087232
2278,2277,176,0.754446683,0.245553317,0,0.057428976,8,2277,wood,Northwood,SC,35.0695633,-81.9862175
2279,2278,183,0.635279991,0.364720009,0,0.05238725,1,2278,wood,Oakwood,SC,34.9440061,-82.2026116
2280,2279,176,0.609954527,0.390045473,0,0.057428976,8,2279,wood,Rosewood,SC,34.9126262,-81.8526023
2281,2280,176,1,0,1,0.057428976,8,2280,wood,Willow Wood,SC,35.009841,-82.0173286
2282,2281,115,1,0.280006069,0,0.130186736,6,2281,wood,Baronywood,SC,34.0520975,-81.0517587
2283,2282,115,1,0.183009001,0,0.130186736,6,2282,wood,Briarwood,SC,34.0918192,-80.9200886
2284,2283,115,1,0.267414502,0,0.130186736,6,2283,wood,Byrneswood,SC,34.0468197,-81.056759
2285,2284,115,1,0.24049933,0,0.130186736,6,2284,wood,Charleswood,SC,34.112652,-80.9336997
2286,2285,115,1,0,1,0.130186736,6,2285,wood,Deaswood,SC,34.008211,-80.966757
2287,2286,115,1,0.267414502,0,0.130186736,6,2286,wood,Elmwood,SC,34.0134874,-81.0467591
2288,2287,115,1,0,1,0.130186736,6,2287,wood,Heathwood,SC,33.9990448,-80.9864797
2289,2288,115,1,0.267414502,0,0.130186736,6,2288,wood,Hollywood,SC,33.9876554,-81.0167582
2290,2289,115,0.899248883,0.100751117,0,0.130186736,6,2289,wood,Kingswood,SC,34.0543187,-81.0920378
2291,2290,115,1,0.338387912,0,0.130186736,6,2290,wood,Knollwood,SC,33.9651554,-80.9584238
2292,2291,115,1,0,1,0.130186736,6,2291,wood,Millwood,SC,33.9932112,-80.9659238
2293,2292,115,1,0.09602817,0,0.130186736,6,2292,wood,Ravinwood,SC,34.0326548,-80.9756457
2294,2293,115,1,0.017748684,0,0.130186736,6,2293,wood,Rosewood,SC,33.9923782,-80.9953687
2295,2294,115,1,0.290915705,0,0.130186736,6,2294,wood,Saint Marks Wood,SC,33.9798775,-80.9373123
2296,2295,115,1,0.09602817,0,0.130186736,6,2295,wood,Sandwood,SC,34.0468207,-80.9467562
2297,2296,115,1,0.166163427,0,0.130186736,6,2296,wood,Springwood,SC,34.0807087,-80.9545337
2298,2297,115,1,0.09602817,0,0.130186736,6,2297,wood,Tanglewood,SC,34.0634868,-80.9414782
2299,2298,115,1,0.09602817,0,0.130186736,6,2298,wood,Wedgewood,SC,34.0798751,-80.9312
2300,2299,115,0.99704639,0.00295361,0,0.130186736,6,2299,wood,Wildewood,SC,34.1043185,-80.8820322
2301,2300,80,1,0.010312351,0,0.054049518,3,2300,wood,Castlewood,SC,32.804343,-80.0309247
2302,2301,80,1,0,1,0.054049518,3,2301,wood,Dellwood,SC,32.733511,-79.9225886
2303,2302,80,1,0,1,0.054049518,3,2302,wood,Heathwood,SC,32.8001764,-80.0048129
2304,2303,80,1,0,1,0.054049518,3,2303,wood,Lynnwood,SC,32.7279557,-79.9592568
2305,2304,80,1,0,1,0.054049518,3,2304,wood,Millwood,SC,32.7960095,-79.881197
2306,2305,80,1,0.129657378,0,0.054049518,3,2305,wood,Shemwood,SC,32.7998982,-79.8645295
2307,2306,80,1,0.104037082,0,0.054049518,3,2306,wood,Wildwood,SC,32.9115629,-80.0356442
2309,2308,116,0.877961843,0.122038157,0,0.055353563,7,2308,wood,Lakewood,SC,33.8468258,-80.3500812
2310,2309,116,0.546546733,0.453453267,0,0.055353563,7,2309,wood,Wedgewood,SC,33.8837676,-80.5125847
2311,2310,8,0.269726074,0.730273926,0,0.020411614,4,2310,wood,New Underwood,SD,44.0933202,-102.8362824
2313,2312,8,0.150924864,0.849075136,0,0.020411614,4,2312,wood,Cottonwood,SD,43.9669341,-101.9059831
2314,2313,8,1,0,1,0.020411614,4,2313,wood,Englewood,SD,44.2969288,-103.7846436
2315,2314,8,1,0,1,0.020411614,4,2314,wood,Whitewood,SD,44.4610953,-103.6385276
2316,2315,15,0.570948374,0.429051626,0,0.004191823,2,2315,wood,Maywood,SD,43.5138728,-97.9461825
2317,2316,15,1,0,1,0.004191823,2,2316,wood,Glenwood,SD,43.0777672,-96.835045
2319,2318,8,1,0,1,0.020411614,4,2318,wood,Deadwood,SD,44.376651,-103.7296416
2320,2319,8,1,0,1,0.020411614,4,2319,wood,Greenwood,SD,44.2202633,-103.5615803
2322,2321,8,0.110614685,0.889385315,0,0.020411614,4,2321,wood,Wood,SD,43.4969428,-100.4773584
2323,2322,105,1,0,1,0.006240082,6,2322,wood,Collinwood,TN,35.1742474,-87.7378029
2324,2323,138,0.709320692,0.290679308,0,0.071336976,8,2323,wood,Smithwood,TN,36.02786,-83.9221298
2327,2326,123,1,0,1,0.017814083,7,2326,wood,Westwood,TN,35.3545236,-86.2358238
2329,2328,123,1,0,1,0.017814083,7,2328,wood,Westwood,TN,35.4703545,-86.0958215
2330,2329,138,0.749810436,0.250189564,0,0.071336976,8,2329,wood,Wildwood,TN,35.8036958,-83.8712895
2331,2330,137,0.716809136,0.283190864,0,0.01571913,5,2330,wood,Wood,TN,35.5767411,-84.4843737
2332,2331,135,1,0,1,0.068700424,6,2331,wood,Applewood,TN,35.1481276,-85.3363489
2334,2333,138,1,0.033785988,0,0.071336976,8,2333,wood,Beechwood,TN,35.8695268,-83.9704617
2336,2335,138,1,0,1,0.071336976,8,2335,wood,Berkshire Wood,TN,35.9464692,-84.0863018
2337,2336,138,1,0.255560026,0,0.071336976,8,2336,wood,Brentwood,TN,35.9561913,-84.0951913
2338,2337,142,0.89575589,0.10424411,0,0.027082656,2,2337,wood,Brentwood,TN,36.0331164,-86.7827772
2339,2338,117,1,0,1,0.065952272,5,2338,wood,Briarwood,TN,36.5156044,-87.3844535
2340,2339,123,1,0,1,0.017814083,7,2339,wood,Briarwood,TN,35.3764675,-86.2130457
2343,2342,137,0.886779353,0.113220647,0,0.01571913,5,2342,wood,Crestwood,TN,35.8381304,-84.5004884
2344,2343,143,0.937620286,0.062379714,0,0.057927117,6,2343,wood,Dalewood,TN,36.2056108,-86.7158308
2345,2344,138,1,0.033785988,0,0.071336976,8,2344,wood,Dellwood,TN,35.7714729,-83.9143461
2346,2345,140,0.666539046,0.333460954,0,0.053291739,4,2345,wood,Eastwood,TN,36.0064516,-86.5666613
2347,2346,138,0.395924824,0.604075176,0,0.071336976,8,2346,wood,Eastwood,TN,36.0278624,-83.7846243
2348,2347,117,0.208946975,0.791053025,0,0.065952272,5,2347,wood,Edgewood,TN,36.1817246,-87.5308478
2351,2350,130,0.916517774,0.083482226,0,0.104317319,2,2350,wood,Fernwood,TN,36.1595372,-83.3057241
2352,2351,138,1,0,1,0.071336976,8,2351,wood,Galewood,TN,35.8981368,-84.0299093
2353,2352,135,0.823900603,0.176099397,0,0.068700424,6,2352,wood,Glenwood,TN,35.0370184,-85.2671788
2354,2353,138,1,0,1,0.071336976,8,2353,wood,Glenwood,TN,36.0381362,-84.0026889
2357,2356,118,0.244979885,0.755020115,0,0.099225278,3,2356,wood,Greenwood,TN,36.376449,-85.5438625
2358,2357,138,1,0,1,0.071336976,8,2357,wood,Gulfwood,TN,35.9303581,-84.0863015
2361,2360,143,0.838400467,0.161599533,0,0.057927117,6,2360,wood,Inglewood,TN,36.2142217,-86.7302754
2362,2361,123,1,0,1,0.017814083,7,2361,wood,Kaywood,TN,35.3500793,-86.2299903
2363,2362,117,1,0,1,0.065952272,5,2362,wood,Kenwood,TN,36.5781035,-87.3905646
2364,2363,117,0.602964793,0.397035207,0,0.065952272,5,2363,wood,Kirkwood,TN,36.5933794,-87.2152823
2365,2364,135,1,0,1,0.068700424,6,2364,wood,Knollwood,TN,35.1161832,-85.2857916
2366,2365,138,0.964334562,0.035665438,0,0.071336976,8,2365,wood,Lakewood,TN,35.871469,-84.1068569
2367,2366,138,1,0,1,0.071336976,8,2366,wood,Lakewood,TN,36.0134139,-84.0318562
2368,2367,143,1,0,1,0.057927117,6,2367,wood,Lakewood,TN,36.2431093,-86.6355517
2371,2370,143,0.865364637,0.134635363,0,0.057927117,6,2370,wood,Maplewood,TN,36.2297767,-86.7305532
2372,2371,73,0.99448886,0.00551114,0,0.000696121,4,2371,wood,Mengelwood,TN,36.0453495,-89.5436869
2373,2372,138,0.305183425,0.694816575,0,0.071336976,8,2372,wood,Norwood,TN,36.0303558,-84.3235371
2374,2373,138,1,0,1,0.071336976,8,2373,wood,Norwood,TN,36.0042481,-83.9815761
2375,2374,136,1,0,1,0.052975372,1,2374,wood,Oakwood,TN,35.2214622,-84.8113316
2376,2375,117,0.352776568,0.647223432,0,0.065952272,5,2375,wood,Oakwood,TN,36.5358827,-87.5794586
2378,2377,137,1,0,1,0.01571913,5,2377,wood,Rockwood,TN,35.8656284,-84.68494
2379,2378,135,0.789809203,0.210190797,0,0.068700424,6,2378,wood,Rollingwood,TN,35.052018,-85.2235666
2380,2379,137,1,0,1,0.01571913,5,2379,wood,Deerwood,TN,35.9356283,-84.705497
2381,2380,190,0.969939784,0.030060216,0,0.106930801,3,2380,wood,Englewood,TN,36.3764937,-82.4006976
2384,2383,136,0.456571802,0.543428198,0,0.052975372,1,2383,wood,Birchwood,TN,35.362571,-84.9921738
2385,2384,135,1,0,1,0.068700424,6,2384,wood,Birnam Wood,TN,35.1386834,-85.3374599
2387,2386,136,1,0,1,0.052975372,1,2386,wood,Ridgewood,TN,35.2203506,-84.8988352
2388,2387,136,1,0,1,0.052975372,1,2387,wood,Whisperwood,TN,35.2050735,-84.8129982
2389,2388,136,1,0,1,0.052975372,1,2388,wood,Windwood,TN,35.2195174,-84.8646671
2390,2389,138,1,0.033785988,0,0.071336976,8,2389,wood,Meadowood,TN,35.7928607,-83.9635153
2391,2390,138,0.662519793,0.337480207,0,0.071336976,8,2390,wood,Greenwood,TN,35.7070267,-84.0137943
2392,2391,138,1,0.033785988,0,0.071336976,8,2391,wood,Creekwood,TN,35.7439722,-83.957403
2394,2393,137,1,0,1,0.01571913,5,2393,wood,Shorewood,TN,35.7828507,-84.6529936
2395,2394,73,1,0,1,0.000696121,4,2394,wood,Flatwood,TN,35.523415,-89.8286944
2396,2395,73,1,0,1,0.000696121,4,2395,wood,Country Wood,TN,35.5625808,-89.667301
2397,2396,118,0.925806936,0.074193064,0,0.099225278,3,2396,wood,Eastwood,TN,36.1575615,-85.4780306
2398,2397,118,1,0,1,0.099225278,3,2397,wood,Heathwood,TN,36.1145064,-85.5235877
2399,2398,118,1,0,1,0.099225278,3,2398,wood,Hillwood,TN,36.1228398,-85.4966425
2400,2399,118,1,0,1,0.099225278,3,2399,wood,Tanglewood,TN,36.1406171,-85.5188652
2401,2400,118,1,0,1,0.099225278,3,2400,wood,Wildwood,TN,36.1436724,-85.5508105
2402,2401,117,0.851775707,0.148224293,0,0.065952272,5,2401,wood,Barkwood,TN,36.5883804,-87.3111181
2403,2402,117,0.594505061,0.405494939,0,0.065952272,5,2402,wood,Birchwood,TN,36.6283807,-87.4250097
2404,2403,117,0.907973403,0.092026597,0,0.065952272,5,2403,wood,Brentwood,TN,36.5944921,-87.3972313
2405,2404,117,1,0,1,0.065952272,5,2404,wood,Briarwood,TN,36.5700476,-87.3261186
2406,2405,117,0.861027435,0.138972565,0,0.065952272,5,2405,wood,Hillwood,TN,36.5017156,-87.3663977
2407,2406,117,1,0,1,0.065952272,5,2406,wood,Knollwood,TN,36.5075486,-87.3166743
2408,2407,117,0.869179795,0.130820205,0,0.065952272,5,2407,wood,Maplewood,TN,36.5858805,-87.3116737
2409,2408,130,0.971148452,0.028851548,0,0.104317319,2,2408,wood,Brentwood,TN,36.1923132,-83.3723943
2410,2409,130,1,0,1,0.104317319,2,2409,wood,Edgewood,TN,36.2423139,-83.3232275
2411,2410,130,0.746186739,0.253813261,0,0.104317319,2,2410,wood,Kingswood,TN,36.1978717,-83.2382228
2412,2411,130,1,0,1,0.104317319,2,2411,wood,Oakwood,TN,36.1962023,-83.3601718
2413,2412,130,1,0,1,0.104317319,2,2412,wood,Ridgewood,TN,36.2528707,-83.2621144
2414,2413,130,1,0,1,0.104317319,2,2413,wood,Wildwood,TN,36.2264807,-83.3248937
2415,2414,143,1,0,1,0.057927117,6,2414,wood,Curtiswood,TN,36.2603307,-86.6133291
2416,2415,143,1,0,1,0.057927117,6,2415,wood,Hillwood,TN,36.3256062,-86.6263847
2417,2416,143,1,0,1,0.057927117,6,2416,wood,Rosewood,TN,36.3197729,-86.6147178
2418,2417,118,0.20872625,0.79127375,0,0.099225278,3,2417,wood,Greenwood,TN,35.8445105,-85.4985874
2419,2418,138,1,0,1,0.071336976,8,2418,wood,Rothwood,TN,35.916748,-84.0174091
2420,2419,138,1,0,1,0.071336976,8,2419,wood,Shadow Wood,TN,36.0117473,-84.0396343
2421,2420,142,1,0,1,0.027082656,2,2420,wood,Deerwood,TN,36.0339498,-86.8430561
2422,2421,142,1,0,1,0.027082656,2,2421,wood,Forest of Brentwood,TN,36.018117,-86.8430562
2423,2422,142,1,0,1,0.027082656,2,2422,wood,Idlewood,TN,35.9306192,-86.8841681
2424,2423,142,1,0,1,0.027082656,2,2423,wood,Longwood,TN,36.0333946,-86.944169
2425,2424,135,0.732675774,0.267324226,0,0.068700424,6,2424,wood,Brentwood,TN,35.0778509,-85.1918993
2426,2425,135,0.643192361,0.356807639,0,0.068700424,6,2425,wood,Forestwood,TN,35.1822923,-85.2257908
2427,2426,135,1,0,1,0.068700424,6,2426,wood,Mountainwood,TN,35.1384046,-85.2669025
2428,2427,142,0.975417011,0.024582989,0,0.027082656,2,2427,wood,Maplewood,TN,35.9120082,-86.8375005
2429,2428,140,0.599642444,0.400357556,0,0.053291739,4,2428,wood,Ashwood,TN,36.0653382,-86.4630485
2430,2429,140,0.561621,0.438379,0,0.053291739,4,2429,wood,Briarwood,TN,35.9083978,-86.308325
2431,2430,140,1,0,1,0.053291739,4,2430,wood,Broodwood,TN,35.8672873,-86.4624923
2432,2431,140,0.811290271,0.188709729,0,0.053291739,4,2431,wood,Crestwood,TN,35.8420096,-86.537771
2433,2432,140,0.975769955,0.024230045,0,0.053291739,4,2432,wood,Creekwood,TN,35.8047885,-86.4102701
2434,2433,140,1,0,1,0.053291739,4,2433,wood,Joneswood,TN,35.9336752,-86.4474924
2435,2434,140,1,0,1,0.053291739,4,2434,wood,Joywood,TN,35.9297864,-86.4944371
2436,2435,140,0.894377315,0.105622685,0,0.053291739,4,2435,wood,Oakwood,TN,35.8414542,-86.5041591
2437,2436,140,0.652799768,0.347200232,0,0.053291739,4,2436,wood,Oakwood,TN,35.7606228,-86.4069367
2438,2437,140,0.628624944,0.371375056,0,0.053291739,4,2437,wood,Riverwood,TN,35.9333972,-86.3211027
2439,2438,140,0.679652789,0.320347211,0,0.053291739,4,2438,wood,Rosswood,TN,35.982841,-86.5536053
2440,2439,140,1,0,1,0.053291739,4,2439,wood,Ravenwood,TN,35.8814539,-86.3927699
2442,2441,117,0.229930201,0.770069799,0,0.065952272,5,2441,wood,Greenwood,TN,36.2181117,-87.278341
2443,2442,73,1,0,1,0.000696121,4,2442,wood,Hollywood,TN,35.1745335,-89.975367
2447,2446,137,0.716809136,0.283190864,0,0.01571913,5,2446,wood,Dogwood,TN,35.7875754,-84.4224279
2448,2447,137,1,0,1,0.01571913,5,2447,wood,Dogwood,TN,35.8306267,-84.811334
2449,2448,73,0.99448886,0.00551114,0,0.000696121,4,2448,wood,Edgewood,TN,36.0842369,-89.2275696
2453,2452,136,0.367235357,0.632764643,0,0.052975372,1,2452,wood,Lakewood,TN,35.3809036,-85.0399535
2458,2457,117,0.18891791,0.81108209,0,0.065952272,5,2457,wood,Pinewood,TN,35.9114535,-87.4697371
2459,2458,190,1,0,1,0.106930801,3,2458,wood,Camp Wildwood,TN,36.3381615,-82.3540285
2460,2459,190,0.554852267,0.445147733,0,0.106930801,3,2459,wood,Greenwood,TN,36.2606622,-82.4256983
2461,2460,190,0.664930383,0.335069617,0,0.106930801,3,2460,wood,Wildwood,TN,36.3023292,-82.3118039
2462,2461,190,1,0,1,0.106930801,3,2461,wood,Brentwood,TN,36.3714938,-82.4004199
2463,2462,190,1,0,1,0.106930801,3,2462,wood,Ramblewood,TN,36.3017728,-82.3998639
2464,2463,190,1,0,1,0.106930801,3,2463,wood,Tanglewood,TN,36.3306614,-82.3740294
2465,2464,189,1,0,1,0.057557883,7,2464,wood,Collingwood,TN,36.5812151,-82.2401355
2466,2465,189,1,0,1,0.057557883,7,2465,wood,Driftwood,TN,36.5548268,-82.2229121
2467,2466,70,0.976504419,0.023495581,0,0.000338853,7,2466,wood,Englewood,TN,36.366732,-89.1547897
2469,2468,58,1,0,1,0.003393705,4,2468,wood,Brownwood,TX,30.1143763,-93.7351659
2470,2469,58,1,0,1,0.003393705,4,2469,wood,Caldwood,TX,30.0771575,-94.1574037
2473,2472,42,0.907449859,0.092550141,0,0.003032463,5,2472,wood,Edgewood,TX,32.6981846,-95.8852438
2474,2473,59,1,0,1,0.064386798,6,2473,wood,Friendswood,TX,29.5293998,-95.2010447
2476,2475,43,1,0,1,0.000571652,2,2475,wood,Glenwood,TX,32.6409743,-94.8441022
2477,2476,34,0.804080088,0.195919912,0,0.004928888,1,2476,wood,Harwood,TX,29.6657863,-97.5052724
2478,2477,42,0.985109931,0.014890069,0,0.003032463,5,2477,wood,Kenwood,TX,32.7120762,-96.9038927
2479,2478,42,0.931936225,0.068063775,0,0.003032463,5,2478,wood,Kingswood,TX,32.571525,-96.9747268
2480,2479,29,1,0,1,0.002386706,7,2479,wood,Lake Brownwood,TX,31.8357048,-99.007831
2482,2481,59,0.22369424,0.77630576,0,0.064386798,6,2481,wood,Raywood,TX,30.0418817,-94.6721418
2483,2482,34,1,0,1,0.004928888,1,2482,wood,Rollingwood,TX,30.2768742,-97.7911175
2485,2484,11,0.943269501,0.056730499,0,0.001086667,4,2484,wood,Hurlwood,TX,33.5767526,-102.0379484
2486,2485,59,0.831755293,0.168244707,0,0.064386798,6,2485,wood,Kinwood,TX,29.9118897,-95.3024351
2488,2487,34,1,0,1,0.004928888,1,2487,wood,Redwood,TX,29.8102221,-97.9113931
2489,2488,29,1,0,1,0.002386706,7,2488,wood,Rockwood,TX,31.5009915,-99.3733896
2490,2489,11,0.943269501,0.056730499,0,0.001086667,4,2489,wood,Samnorwood,TX,35.0522736,-100.2806743
2492,2491,34,0.76512454,0.23487546,0,0.004928888,1,2491,wood,Spicewood,TX,30.4754724,-98.1564068
2494,2493,29,1,0,1,0.002386706,7,2493,wood,Brownwood,TX,31.7093197,-98.9911611
2495,2494,55,1,0,1,0.002314789,3,2494,wood,Oakwood,TX,31.584896,-95.8491262
2496,2495,43,1,0,1,0.000571652,2,2495,wood,Boxwood,TX,32.7837469,-94.7549315
2498,2497,29,0.908773863,0.091226137,0,0.002386706,7,2497,wood,Cottonwood,TX,32.08931,-98.2897646
2499,2498,29,1,0,1,0.002386706,7,2498,wood,Cottonwood,TX,32.2059679,-99.2045119
2500,2499,34,1,0,1,0.004928888,1,2499,wood,Driftwood,TX,30.1229876,-98.0308425
2501,2500,42,1,0,1,0.003032463,5,2500,wood,Elwood,TX,32.7384607,-95.9496892
2502,2501,11,0.762078391,0.237921609,0,0.001086667,4,2501,wood,Greenwood,TX,32.0276245,-101.8956879
2504,2503,42,1,0,1,0.003032463,5,2503,wood,Inwood,TX,32.9306799,-96.8216683
2505,2504,42,1,0,1,0.003032463,5,2504,wood,Millwood,TX,32.9959533,-96.4183186
2506,2505,43,1,0,1,0.000571652,2,2505,wood,Rosewood,TX,32.7504116,-95.0810526
2507,2506,59,0.974746395,0.025253605,0,0.064386798,6,2506,wood,Rotherwood,TX,30.0832739,-95.4966068
2510,2509,55,0.901618262,0.098381738,0,0.002314789,3,2509,wood,Cottonwood,TX,30.8288033,-96.3341292
2511,2510,55,1,0,1,0.002314789,3,2510,wood,Cottonwood,TX,30.9132454,-96.0030102
2512,2511,61,0.444522407,0.555477593,0,0.018897585,4,2511,wood,Deadwood,TX,32.1398851,-94.1418587
2514,2513,55,1,0,1,0.002314789,3,2513,wood,Elwood,TX,31.0587973,-95.8255062
2516,2515,43,1,0,1,0.000571652,2,2515,wood,Greenwood,TX,33.1026177,-95.3230016
2518,2517,55,1,0,1,0.002314789,3,2517,wood,Old Elwood,TX,31.0718526,-95.8030058
2519,2518,59,0.213169536,0.786830464,0,0.064386798,6,2518,wood,Richwood,TX,29.0560789,-95.4099403
2520,2519,11,0.789075791,0.210924209,0,0.001086667,4,2519,wood,Underwood,TX,33.9859126,-101.8435072
2521,2520,59,0.679009011,0.320990989,0,0.064386798,6,2520,wood,Brownwood,TX,29.7491162,-95.0499295
2525,2524,59,1,0,1,0.064386798,6,2524,wood,Kingwood,TX,30.0335526,-95.2610444
2526,2525,42,1,0,1,0.003032463,5,2525,wood,Cottonwood,TX,32.4679173,-96.3891501
2528,2527,11,0.943269501,0.056730499,0,0.001086667,4,2527,wood,Lake Tanglewood,TX,35.0675542,-101.7871303
2529,2528,59,0.474761536,0.525238464,0,0.064386798,6,2528,wood,Greatwood,TX,29.5541259,-95.6757811
2530,2529,34,1,0,1,0.004928888,1,2529,wood,Wyldwood,TX,30.1293821,-97.4727743
2532,2531,55,0.828158753,0.171841247,0,0.002314789,3,2531,wood,Waterwood,TX,30.8196338,-95.2363281
2533,2532,59,1,0,1,0.064386798,6,2532,wood,Barwood,TX,29.9446,-95.6147
2534,2533,59,1,0,1,0.064386798,6,2533,wood,Belleau Wood,TX,30.0146,-95.2244
2535,2534,59,1,0.005446879,0,0.064386798,6,2534,wood,Birnham Wood,TX,30.0536,-95.3676
2536,2535,59,1,0,1,0.064386798,6,2535,wood,Braeswood,TX,29.7033,-95.4115
2537,2536,59,0.826064876,0.173935124,0,0.064386798,6,2536,wood,Brookwood,TX,29.599,-95.0975
2538,2537,59,1,0.518129329,0,0.064386798,6,2537,wood,Channel Wood,TX,29.7782,-95.1543
2539,2538,59,1,0.222061234,0,0.064386798,6,2538,wood,Charterwood,TX,30.0043,-95.5727
2540,2539,59,0.99143065,0.00856935,0,0.064386798,6,2539,wood,Chasewood,TX,29.6068,-95.5031
2541,2540,59,1,0,1,0.064386798,6,2540,wood,Post Wood,TX,30.0504,-95.3439
2542,2541,59,1,0.492688425,0,0.064386798,6,2541,wood,Royalwood,TX,29.8388,-95.1876
2543,2542,59,1,0.532588871,0,0.064386798,6,2542,wood,Sedgewood,TX,29.5315,-95.3554
2544,2543,59,1,0.005446879,0,0.064386798,6,2543,wood,Cypresswood,TX,30.0292,-95.4717
2545,2544,59,1,0.491178106,0,0.064386798,6,2544,wood,Eastwood,TX,29.7372,-95.3303
2546,2545,59,1,0.406284814,0,0.064386798,6,2545,wood,Edgewood,TX,29.6707,-95.3435
2547,2546,59,1,0.399806774,0,0.064386798,6,2546,wood,Forest Wood,TX,29.7194,-95.6644
2548,2547,59,1,0,1,0.064386798,6,2547,wood,Forestwood,TX,29.5283,-95.1855
2549,2548,59,1,0,1,0.064386798,6,2548,wood,Foxwood,TX,30.0141,-95.3169
2550,2549,59,1,0,1,0.064386798,6,2549,wood,Frostwood,TX,29.7691,-95.5472
2551,2550,59,1,0,1,0.064386798,6,2550,wood,Gaywood,TX,29.7686,-95.5702
2552,2551,59,1,0,1,0.064386798,6,2551,wood,Grantwood,TX,29.9665,-95.5987
2553,2552,59,1,0,1,0.064386798,6,2552,wood,Heatherwood,TX,29.765,-95.5968
2554,2553,59,1,0,1,0.064386798,6,2553,wood,Heatherwood,TX,29.6819,-95.4189
2555,2554,59,1,0.461622527,0,0.064386798,6,2554,wood,Idylwood,TX,29.7214,-95.3094
2556,2555,59,1,0.641577429,0,0.064386798,6,2555,wood,Kirkwood,TX,29.6054,-95.2331
2557,2556,59,1,0,1,0.064386798,6,2556,wood,Linkwood,TX,29.6896,-95.434
2558,2557,59,1,0.634118298,0,0.064386798,6,2557,wood,Linwood,TX,29.5686,-95.2742
2559,2558,59,1,0.276108769,0,0.064386798,6,2558,wood,Maplewood,TX,29.6862,-95.4806
2560,2559,59,1,0.492688425,0,0.064386798,6,2559,wood,Marwood,TX,29.7687,-95.1593
2561,2560,59,1,0,1,0.064386798,6,2560,wood,Meisterwood,TX,29.9431,-95.6258
2562,2561,59,1,0.39517805,0,0.064386798,6,2561,wood,Melody Wood,TX,29.5467,-95.2174
2563,2562,59,1,0.344008508,0,0.064386798,6,2562,wood,Nasawood,TX,29.5324,-95.2238
2564,2563,59,0.754009974,0.245990026,0,0.064386798,6,2563,wood,Oaks of Inwood,TX,29.8659,-95.461
2565,2564,59,1,0,1,0.064386798,6,2564,wood,Westwood,TX,29.6709,-95.4424
2566,2565,59,1,0.45458714,0,0.064386798,6,2565,wood,Willowood,TX,29.9205,-95.5053
2567,2566,59,1,0.509045076,0,0.064386798,6,2566,wood,Windwood,TX,29.6271,-95.3614
2568,2567,59,1,0.600680382,0,0.064386798,6,2567,wood,Sherwood,TX,29.5571,-95.2722
2569,2568,59,0.701908608,0.298091392,0,0.064386798,6,2568,wood,Shorewood,TX,30.0024,-95.1119
2570,2569,59,1,0.492688425,0,0.064386798,6,2569,wood,Songwood,TX,29.7766,-95.2472
2571,2570,59,1,0,1,0.064386798,6,2570,wood,Sterling Wood,TX,29.5141,-95.1952
2572,2571,59,1,0.02071542,0,0.064386798,6,2571,wood,Summerwood,TX,29.9318,-95.1796
2573,2572,59,1,0,1,0.064386798,6,2572,wood,Sunwood,TX,29.5085,-95.1933
2574,2573,59,1,0,1,0.064386798,6,2573,wood,Tallowwood,TX,29.956,-95.5705
2575,2574,59,1,0,1,0.064386798,6,2574,wood,Thornwood,TX,29.7761,-95.6106
2576,2575,59,0.890736137,0.109263863,0,0.064386798,6,2575,wood,Waldenwood,TX,30.09,-95.5752
2577,2576,59,0.376574108,0.623425892,0,0.064386798,6,2576,wood,Deerwood,TX,30.3147391,-95.3010147
2578,2577,7,1,0.336723334,0,0.071269093,2,2577,wood,Atwood,UT,40.6327253,-111.8982687
2579,2578,7,0.228442204,0.771557796,0,0.071269093,2,2578,wood,Elwood,UT,41.6904847,-112.1410625
2580,2579,7,1,0.228360651,0,0.071269093,2,2579,wood,Redwood,UT,40.7132797,-111.9391039
2581,2580,7,0.671202907,0.328797093,0,0.071269093,2,2580,wood,Wildwood,UT,41.254665,-111.8699396
2582,2581,7,0.080119454,0.919880546,0,0.071269093,2,2581,wood,Greenwood,UT,39.1224612,-112.3527175
2583,2582,6,0.602407842,0.397592158,0,0.002263022,1,2582,wood,Cottonwood,UT,39.0644299,-109.1815029
2584,2583,7,0.067227379,0.932772621,0,0.071269093,2,2583,wood,Glenwood,UT,38.7633008,-111.9902025
2585,2584,7,0.358170615,0.641829385,0,0.071269093,2,2584,wood,Wildwood,UT,40.3652335,-111.5574153
2586,2585,7,1,0,1,0.071269093,2,2585,wood,Cottonwood,UT,40.6582808,-111.8341003
2587,2586,7,1,0.393001761,0,0.071269093,2,2586,wood,Southwood,UT,41.0821658,-112.0285541
2588,2587,7,1,0.242940345,0,0.071269093,2,2587,wood,Benwood,UT,40.7021689,-111.9010471
2589,2588,7,1,0.013961188,0,0.071269093,2,2588,wood,Briarwood,UT,40.6855023,-111.9449373
2590,2589,7,1,0.145666578,0,0.071269093,2,2589,wood,East Redwood,UT,40.6977244,-111.9360482
